PM2.5,PM10,NO,NO2,NOx,Benzene,Toluene,RH,WS,WD,SR,BP,AT,SO2,NH3,CO_max_8hr,O3_max_8hr
157.1086218760771,227.83283570487902,64.07487930309222,53.17470134387987,82.78619459339649,6.520113848997854,31.1587157756512,63.29339360409194,1.0262321683833184,230.78332356890044,73.32282574572145,989.8733832799745,32.31521426094979,14.753885524669002,48.17782913357714,2.6968155070902107,97.1110039195772
8.15,15.52,1.85,20.948354424112843,8.07,2.5134832505153923,16.35403361017508,35.81225330000953,0.4736760024549841,128.40631050698715,36.02726391996522,981.110881997977,20.08286645531095,9.467940298185443,12.01,1.421097281276874,17.547341348747292
118.73735447182284,258.7894137445589,84.87519473422645,47.92018317940168,64.88622667039591,5.233880376112525,31.741881207072222,62.42772271120013,1.4707672127857694,245.4903348056879,130.7738844248679,989.9542031720769,35.75455651281157,17.69059318778408,54.462860440811994,2.9032002072238807,101.85203552336375
193.03199864114464,303.0837850595629,101.1482088596855,51.24268999841798,76.53533940437927,7.808313135699093,41.575516112786225,70.79814942324975,1.2397689228253288,216.41445584623753,92.23889746936784,989.2409019475307,28.875191159443403,12.014508504327909,46.998299990342105,3.076309571361668,80.42889946580493
148.69839983733033,188.77763772336078,29.58265346322866,28.511134394201875,54.94989729491833,4.904273233490206,32.61354037963002,48.57772772123926,0.9285441895169435,208.89633856454057,66.30311411481239,982.8369923996822,25.770560257560255,12.941252512471781,21.51887809413786,1.329268051764183,28.076581530181723
204.08856687633045,285.2573396018847,134.96345963007434,75.72617349004369,120.83067102668703,9.406445408453164,53.353074741967006,87.30332906600486,1.4901023422307347,293.1102276789193,146.02892393103414,990.309406102315,36.580727097213305,16.6646153422135,46.55374698159882,2.7183872601674874,56.768600940242784
128.5507614080472,243.09042589596055,29.202078717327282,28.85065164616924,35.16439663725644,3.894626532393821,40.86828189354692,74.16756398892346,0.8213494715560694,160.8461185926476,57.93669640380313,976.9664875209746,18.281445196770278,9.026568331007567,27.951730288461746,1.4819982018094213,23.352050763999962
170.76243333840767,268.00848514262077,40.067500309330036,35.252148957779035,70.79955311475807,4.287291558897192,30.53683935924216,56.817869493479144,0.6588781733580134,180.2829518141647,59.49040530330419,986.1159651986288,17.786066939098408,10.583219017076345,30.326380836235902,1.7144000156659018,47.994970689945454
8.15,130.08266928460145,16.309902527177513,16.42433805778087,8.07,3.927950983234367,30.491778545553405,38.856332894200705,0.6753945551300058,179.2587731165995,55.88288393127794,979.1396026765356,25.50567848379372,10.953074119518432,26.325822683478204,0.9141126120281893,45.993767073272195
52.22017762831204,122.04037547617075,1.85,15.731865183173245,12.448830798687958,2.874534154637324,26.667475107651754,48.07806696886364,0.6745981840340822,135.38592231150932,35.274194372153396,976.6158293432242,19.576890355967116,11.033714279584412,28.21129905433565,1.685506832191677,48.330523786647575
50.61896007969234,200.83319356449226,71.57803881915396,44.199978614293535,49.62176071573345,4.874283540502419,37.4246554866819,66.33555946295601,1.0201694105421035,180.8860265373326,92.039998750004,986.7469307866207,34.79458496387753,14.262613382125043,48.39858721511988,3.4410372919054595,65.02075658399808
49.57814020703422,152.13233165430933,35.81141398872087,38.35592948496994,56.407833387471186,3.774327541676905,36.26332001762363,46.54118887136761,0.7192418549676427,169.5733842835063,79.6319368449722,978.6609318017961,20.692516658694625,13.729381964678382,23.642627238012125,1.7183857520806898,27.503827054193607
133.43029097975798,300.4407684370457,59.0954670572271,45.8473815854218,76.87717601815767,5.241078953521618,44.13389071843716,66.90215919741546,1.229913020407421,203.83528063008092,96.2650822185296,994.6441347005897,33.881083600694836,15.294790301463896,56.73011812931736,3.9405921907411363,72.9323427515397
203.4476699257688,406.24025762957547,90.137259213054,55.240654988424595,92.02467893180003,7.368144724324874,45.36983979547688,75.7193562533123,1.4600037653774534,210.3092632323714,69.69107788886215,985.359793598507,28.527731750670217,13.28104560199386,32.86570322980256,2.544701151985545,59.323747620644696
247.16094029061892,395.40539841969246,85.8994517322686,53.26705906010198,123.03732210444706,6.857431293909441,56.547669289403615,56.31535748417626,1.0748390557398473,222.79991476176173,89.96911176545943,994.5412362109774,30.940251985417223,14.28665213590553,39.89343970913463,1.446245827970574,42.30348507516362
134.2121923055241,193.10454715872797,70.68467373788963,36.30654871319358,76.26989799847456,6.127060747209428,33.02897172605474,55.05255989118131,1.0256867267772327,167.85616641328699,105.20382780700726,981.7390165209371,28.71411204986312,13.235534999064953,30.916413741842508,2.211295271775446,28.777732424756962
133.51515088229408,267.0237594754449,51.689790663052584,36.838908167725926,42.728172325420815,4.078037302490379,22.007458812433892,46.57828569111547,0.2710212649903708,120.5389469910437,52.162731729383836,977.2034344035638,19.01754036988408,11.358488012631208,23.881316047385198,1.57191146871903,28.81662327985885
82.84055007607145,170.8656817357123,1.85,25.997064644074708,15.593938483926195,2.380236504919607,20.735422169930132,29.7075480215777,0.39421458731722314,139.66223848619686,83.56009984574092,979.9092980457513,19.459695348027147,8.700961450168032,12.44565455058818,1.24857362282213,8.499236566039194
